ID,DISTANCIA,TIEMPO
124089165,49808.57,3749.255
124093149,90937.14,6017.9556
124090750,12792.947,1563.3795
124092491,13655.318,1631.3981
124091871,11606.814,1471.9435
124089026,12201.543,1518.2656
124090271,12030.758,1510.7627
124091215,11782.721,1474.2118
124088962,4008.392,688.7344
124091827,2478.7495,461.7111
124091050,168200.94,10365.302
124092305,51653.676,3852.1838
124091388,37187.926,3004.9094
124088838,9591.004,1314.0206
124089731,106550.98,6933.324
124092841,16558.842,1856.917
124091704,8707.741,1244.8773
124089590,9411.455,1289.6442
124090757,8805.485,1253.6127
124089142,11386.057,1453.7112
124090006,8021.473,1201.9178
124091910,87605.32,5882.719
124089184,18809.133,1998.8711
124090633,54622.723,4045.7656
124089667,12134.453,1525.5188
124092709,10081.022,1351.944
124092308,42572.91,3308.0823
124091723,16365.383,1818.1613
124088984,8897.117,1267.1914
124091872,1959.0969,377.39346
124089813,18518.14,1974.6616
124091623,12106.729,1510.4371
124092422,12010.299,1485.0217
124089349,41099.574,3198.7117
124091982,26888.338,2480.6213
124089760,11866.634,1472.7734
124088571,35696.805,2974.0742
124093410,100356.53,6524.884
124090330,125714.914,7968.5938
124093413,21479.15,2177.6394
124091615,14394.867,1688.3838
124090772,24588.537,2351.9258
124092582,6214.404,1026.9042
124090555,27175.713,2446.345
124090098,87114.63,5813.5005
124089729,86784.414,5784.0034
124091097,62751.824,4501.2744
124093211,11567.307,1468.7593
124091586,68280.42,4778.6973
124089129,10110.93,1354.1674
124088897,4098.121,702.2716
124089270,15811.956,1798.5236
124091092,9744.538,1326.9333
124090008,8987.765,1274.2167
124093475,117814.11,7518.4707
124089604,34018.633,2879.6362
124091741,19307.787,2062.2422
124091259,11458.863,1460.4677
124090707,9763.007,1328.1943
124090776,1906.1921,357.8028
124093583,11434.018,1433.5326
124089256,213869.25,12940.867
124089752,19057.393,2042.464
124088723,24056.096,2321.0547
124092302,29775.08,2642.0862
124090788,11895.3955,1476.4375
124092880,67680.54,4716.335
124091243,22782.309,2227.81
124089087,7309.27,1136.411
124092715,547938.4,31637.422
124091113,58764.176,4278.355
124093120,27050.303,2487.738
124093053,160448.61,9968.655
124090100,4253.548,725.3033
124087931,1988.6997,380.9398
124091715,29390.68,2573.2097
124092899,33127.23,2831.069
124092751,9269.187,1289.7506
124091272,39791.97,3174.6443
124089281,14036.936,1613.8174
124093458,6134.2764,1014.6053
124089818,1538.3059,313.1882
124089504,23250.709,2276.6924
124091617,7680.117,1164.7542
124090651,2786.7476,492.04202
124092015,14578.508,1708.7628
124091727,4209.659,719.0941
124092029,176539.44,10853.816
124088432,1116.4706,232.64995
124092750,6953.0366,1115.1381
124088021,7238.776,1120.1472
124092426,121841.7,7806.199
124090941,246965.02,14802.48
124090363,51824.543,3849.372
124092643,7553.734,1131.654
124093289,93162.97,6171.452
124092092,58772.266,4265.703
124091879,14512.742,1697.8087
124088813,20571.297,2126.2444
124092713,9627.655,1317.3291
124090082,51658.64,3830.8132
124089812,9028.516,1239.0184
124090178,18702.06,2022.7606
124088749,133695.02,8461.673
124090922,28387.744,2528.4758
124092377,20669.695,2130.5723
124092884,49164.918,3676.607
124092926,1433.541,272.6221
124093498,543621.5,31388.309
124090727,6142.929,1020.2225
124088713,6455.4673,974.0624
124093464,54695.25,3987.6052
124088870,19446.139,2063.4722
124092159,20485.945,2122.9834
124090390,113383.09,7286.604
124093510,48004.176,3632.7102
124093101,10640.197,1396.2339
124093128,18191.889,1984.9849
124088661,31164.213,2720.563
124090942,152531.78,9475.878
124092617,31951.523,2768.404
124089947,8602.879,1237.8202
124091677,18916.484,2034.963
124089608,7309.6313,1136.8671
124087668,2147.1565,390.91104
124089083,3313.1963,582.0232
124090286,74627.32,5123.175
124093134,14121.903,1667.3877
124089134,4036.5557,692.26965
124092537,121734.96,7712.1206
124090629,25042.482,2342.1765
124091154,11451.524,1459.8959
124088705,33363.44,2843.3938
124089998,11200.591,1440.2716
