ID,DISTANCIA,TIEMPO
124089165,50300.074,3572.5603
124093149,91850.11,5568.3145
124090750,12883.475,1528.6354
124092491,13758.042,1598.05
124091871,11679.22,1434.7534
124089026,12282.723,1482.1228
124090271,12092.715,1468.443
124091215,11859.117,1438.436
124088962,4001.613,671.5083
124091827,2453.2344,443.96097
124091050,169866.66,9426.778
124092305,52163.316,3663.6155
124091388,37575.805,2893.764
124088838,9633.325,1273.2842
124089731,107602.94,6394.5303
124092841,16705.873,1829.2567
124091704,8737.152,1202.6663
124089590,9452.17,1249.3525
124090757,8835.683,1211.208
124089142,11455.649,1416.4688
124090006,8031.7334,1154.9814
124091910,88468.984,5466.206
124089184,19008.26,1991.747
124090633,55158.156,3844.2854
124089667,12190.925,1480.9154
124092709,10131.001,1312.2805
124092308,43018.984,3160.4958
124091723,16526.77,1796.9508
124088984,8923.206,1222.846
124091872,1940.1583,364.07455
124089813,18717.936,1963.8848
124091623,12186.493,1474.148
124092422,12102.146,1453.8367
124089349,41525.215,3059.1775
124091982,27158.715,2449.504
124089760,11948.617,1438.9485
124088571,36053.195,2888.0708
124093410,101374.24,6006.198
124090330,126972.28,7294.21
124093413,21696.275,2181.3298
124091615,14509.463,1656.7072
124090772,24836.068,2336.2852
124092582,6214.099,1003.10114
124090555,27470.457,2397.1516
124090098,87968.04,5398.3525
124089729,87657.94,5357.465
124091097,63365.188,4247.288
124093211,11638.986,1431.4441
124091586,68958.02,4481.639
124089129,10161.575,1314.4863
124088897,4091.8914,684.88135
124089270,15947.807,1769.4235
124091092,9788.73,1286.2876
124090008,9015.233,1230.053
124093475,118992.086,6893.909
124089604,34358.734,2804.1204
124091741,19493.457,2051.785
124091259,11528.663,1423.0358
124090707,9807.387,1287.6296
124090776,1903.8398,350.5224
124093583,11521.752,1403.2678
124089256,215976.08,11716.481
124089752,19242.746,2028.4639
124088723,24298.67,2308.0815
124092302,30073.521,2593.512
124090788,11984.92,1445.0234
124092880,68373.23,4409.379
124091243,23013.146,2219.5105
124089087,7317.2075,1091.3385
124092715,553317.0,28301.66
124091113,59338.383,4049.8577
124093120,27322.18,2455.671
124093053,162021.47,9091.567
124090100,4247.151,707.19464
124087931,1969.7983,367.48886
124091715,29707.115,2510.8613
124092899,33457.97,2761.6682
124092751,9306.165,1248.2664
124091272,40175.33,3062.9475
124089281,14164.4,1589.4094
124093458,6133.771,991.05566
124089818,1520.1661,301.89307
124089504,23485.258,2268.87
124091617,7694.1484,1120.6343
124090651,2788.692,482.74463
124092015,14678.632,1671.3632
124091727,4204.1074,701.4838
124092029,178279.11,9868.063
124088432,1117.7753,229.82869
124092750,6938.5664,1063.4065
124088021,7246.821,1075.8816
124092426,123036.17,7178.175
124090941,249386.47,13379.128
124090363,52324.934,3661.4949
124092643,7582.8276,1094.0146
124093289,94085.086,5715.421
124092092,59354.938,4033.363
124091879,14628.759,1666.2161
124088813,20779.678,2135.4822
124092713,9670.228,1276.4537
124090082,52164.324,3641.0427
124089812,9085.671,1206.448
124090178,18881.334,2000.1475
124088749,135011.39,7751.0723
124090922,28678.207,2480.4197
124092377,20863.225,2146.0015
124092884,49675.71,3486.944
124092926,1447.0393,272.787
124093498,548966.0,28059.98
124090727,6136.714,994.6421
124088713,6491.4746,945.24023
124093464,55260.453,3762.8372
124088870,19638.227,2059.153
124092159,20693.053,2133.5437
124090390,114487.73,6707.161
124093510,48467.406,3469.91
124093101,10697.972,1357.2257
124093128,18362.701,1960.0828
124088661,31476.13,2663.3477
124090942,154048.36,8634.741
124092617,32268.13,2707.948
124089947,8630.037,1195.041
124091677,19099.396,2017.3971
124089608,7317.4214,1091.6992
124087668,2151.1443,384.89035
124089083,3304.6917,566.9685
124090286,75378.26,4780.555
124093134,14232.13,1635.0066
124089134,4030.8203,675.2975
124092537,122952.55,7058.5586
124090629,25287.193,2321.4744
124091154,11521.213,1422.4507
124088705,33697.117,2772.0776
124089998,11266.741,1402.2832
124092187,6655.182,1020.991
124092391,19435.83,2026.0685
124093056,163921.31,9184.659
124092311,10654.134,1353.2468
124092768,35543.21,2860.9807
124091621,46749.062,3395.4382
124092657,6327.063,931.8311
124091981,28041.537,2494.5396
124088718,6138.9653,975.2633
124090324,14182.031,1612.7987
124088564,33124.03,2742.2395
124092933,9349.292,1251.4633
124088591,9955.996,1299.0002
124088672,15460.308,1731.3173
124090761,27102.104,2447.7588
124092916,83220.45,5200.2383
124090322,12655.889,1511.3629
124090844,4592.7783,765.8276
124088752,2375.0076,427.0335
124092731,28314.695,2507.3604
124093270,29913.672,2554.993
124090360,52178.523,3677.013
124088930,2004.3109,362.8639
124088869,6235.695,982.839
124092863,13877.415,1576.76
124090733,6137.486,969.59656
124090863,5136.895,849.7423
124088892,4887.3057,795.3961
124091087,42952.51,3172.7053
124092747,50246.625,3538.5657
124090898,4248.5103,708.1639
124089562,21630.027,2179.4556
124093131,115907.11,6772.425
124091049,19197.412,2025.2444
124092326,28865.26,2533.3284
124092532,18552.684,1973.812
124093333,1598.6923,310.8295
124089630,34293.14,2801.4893
124091868,11605.336,1428.2112
124090688,18573.504,1976.1433
124090740,69865.695,4473.1865
124089684,18777.07,1991.7742
124088697,5980.91,968.10406
124090816,27713.436,2477.9875
124089107,1665.103,308.94983
124090943,91933.93,5547.465
124093506,95806.61,5747.4316
124092303,41791.914,3100.2615
124088919,4616.332,763.7416
124093573,6479.491,1025.7727
124091052,148480.6,8362.313
124088898,6614.705,1035.5398
124089039,6117.1084,978.7923
124087758,36144.965,2890.5637
124090904,7009.312,1026.5576
124088508,22485.635,2220.7893
124089558,32930.523,2705.9832
124088982,15053.323,1699.417
124090940,87889.17,5427.5967
124090871,1203553.9,60226.984
124089050,3625.5154,622.80896
124090967,168029.66,9345.024
124089163,5978.0835,952.594
124089801,6887.1177,1057.8965
124088941,12802.001,1484.5251
124089202,35832.027,2831.7554
124092647,37298.918,2883.9307
124092571,14868.77,1685.0143
124088890,120654.85,7027.8213
124089058,14088.575,1623.5105
124092847,83217.06,5200.073
124092073,34962.83,2832.0586
124089422,16154.468,1785.8734
124092598,8292.72,1158.0618
124092256,33085.92,2733.5579
124089110,195796.72,10650.81
124091214,155166.9,8709.155
124092062,11349.473,1408.5142
124092759,160191.06,9001.665
124091658,203643.9,11110.126
124092120,70376.19,4503.0186
124092549,160590.92,9023.743
124090339,114228.05,6694.3887
124090393,12062.12,1463.7668
124093108,3320.0696,565.6788
124089193,385618.7,20041.219
124089585,55635.95,3849.6824
124089020,761224.56,38469.68
124089000,8655.526,1178.3883
124087677,3104.1516,524.9152
124090293,7873.1504,1135.3691
124092958,9339.726,1250.7124
124088863,54062.863,3734.32
124090503,29920.357,2585.1724
124088545,5449.9673,882.10693
124090584,58672.742,4003.804
124091074,5186.3994,834.1079
124091719,10599.703,1350.0667
124093541,108823.72,6423.175
124090787,113412.43,6636.38
124088778,22870.623,2238.0383
124088758,11931.752,1454.2192
124089081,13430.427,1572.3538
124092801,7902.641,1137.8618
124090142,11380.373,1410.4457
124089296,19905.898,2041.9276
124091105,16324.903,1799.2415
124091753,48052.44,3483.5042
124091976,72846.36,4658.111
124090824,3474.5808,592.4632
124092691,14082.448,1613.029
124092561,9708.96,1197.6589
124092507,5576.069,895.82837
124088430,7193.029,1082.1873
124089169,17673.738,1905.4895
124079151,11708.912,1436.707
124089246,7533.7065,1108.593
124089551,19607.094,2056.9778
124090028,7823.168,1092.9156
124093244,10963.821,1377.8872
124089896,16117.663,1783.0659
124092087,13501.398,1559.1392
124089571,8371.304,1174.3315
124092142,33374.344,2757.6243
124091262,14865.277,1684.7404
124092719,6636.5884,1020.7167
124090695,6461.2544,1023.68854
124091814,10460.737,1318.2336
124092432,16546.984,1803.4136
124091150,67047.73,4344.0186
124090968,15708.6045,1729.9509
124091077,25898.066,2304.3809
124088836,128555.31,7387.37
124091878,4730.821,780.9802
124091810,100958.586,6023.8945
124093246,30203.844,2535.236
124090693,16281.288,1795.9999
124090577,1528.5183,301.3625
124088918,9120.384,1233.7385
124092389,62310.4,4170.3154
124090164,23140.182,2253.0247
124091134,37332.633,2920.8074
124092412,71040.516,4540.5776
124090611,11262.419,1401.2844
124093017,43841.125,3284.0989
124090698,105765.21,6273.3584
124092330,5999.9917,971.10925
124093214,70165.414,4536.6123
