ID,DISTANCIA,TIEMPO
124089165,49895.992,3654.753
124093149,91050.984,5751.803
124090750,12799.493,1561.6355
124092491,13674.532,1640.0734
124091871,11594.572,1454.9408
124089026,12198.442,1508.6165
124090271,12011.165,1489.706
124091215,11776.513,1462.5736
124088962,3945.872,667.60803
124091827,2420.6733,454.3106
124091050,168323.97,9749.91
124092305,51741.45,3749.3823
124091388,37295.83,2979.6968
124088838,9547.679,1272.249
124089731,106653.48,6588.9634
124092841,16623.912,1902.4307
124091704,8650.944,1192.2968
124089590,9368.295,1248.1626
124090757,8749.544,1201.5847
124089142,11370.913,1434.6415
124090006,7945.189,1134.3776
124091910,87702.69,5621.7915
124089184,18910.525,2055.6216
124090633,54708.848,3930.524
124089667,12109.655,1501.262
124092709,10045.533,1316.5253
124092308,42688.613,3263.766
124091723,16445.389,1874.3391
124088984,8837.121,1212.3823
124091872,1915.2443,379.47955
124089813,18624.066,2035.3696
124091623,12102.195,1499.6455
124092422,12018.235,1483.1378
124089349,41205.41,3152.0986
124091982,26977.998,2493.5022
124089760,11866.645,1465.8682
124088571,35787.188,2947.7227
124093410,100486.23,6224.445
124090330,125839.79,7548.737
124093413,21567.535,2214.7417
124091615,14426.319,1706.8525
124090772,24677.236,2375.2422
124092582,6126.775,967.7282
124090555,27288.39,2470.8896
124090098,87201.07,5545.57
124089729,86899.92,5536.011
124091097,62837.594,4347.1694
124093211,11554.369,1451.1898
124091586,68376.84,4605.178
124089129,10076.16,1319.002
124088897,4034.8,680.08704
124089270,15865.468,1834.5908
124091092,9703.081,1286.67
124090008,8929.2,1220.5685
124093475,117934.75,7131.2017
124089604,34108.926,2860.8633
124091741,19392.664,2107.129
124091259,11443.938,1441.6816
124090707,9721.749,1288.2344
124090776,1879.2891,365.3512
124093583,11437.722,1428.285
124089256,213993.05,12116.844
124089752,19145.363,2090.5698
124088723,24145.082,2346.6233
124092302,29864.645,2642.245
124090788,11900.93,1473.0869
124092880,67801.086,4560.2866
124091243,22870.27,2256.9417
124089087,7230.2856,1065.8777
124092715,548106.94,29319.473
124091113,58849.234,4142.1304
124093120,27139.648,2499.7217
124093053,160552.31,9377.521
124090100,4187.665,700.2627
124087931,1944.3865,382.0212
124091715,29503.787,2588.4292
124092899,33216.695,2815.9062
124092751,9220.257,1243.6146
124091272,39864.566,3113.732
124089281,14086.307,1645.6501
124093458,6047.429,960.69226
