ID,DISTANCIA,TIEMPO
124089165,76959.61,5478.331
124093149,126517.83,11162.245
124090750,21279.309,2452.8733
124092491,12573.374,1667.8428
124091871,9564.294,965.6218
124089026,12203.991,1557.249
124090271,13414.457,1952.1593
124091215,16854.91,2227.097
124088962,3793.8694,655.9731
124091827,1863.1487,377.71426
124091050,254132.48,15683.5205
124092305,71381.43,5331.5615
124091388,57466.383,3710.8909
124088838,9832.487,1225.2971
124089731,101200.07,7459.415
124092841,16942.535,2305.1157
124091704,7518.957,1247.9568
124089590,9372.027,1274.3848
124090757,10175.469,1445.979
124089142,14914.112,1769.7695
124090006,7643.284,1192.3809
124091910,81615.766,5567.3413
124089184,17552.11,2069.272
124090633,47328.992,3416.2107
124089667,13900.373,1901.8597
124092709,9435.2,1511.6088
124092308,36441.805,2408.5725
124091723,15579.887,2124.2131
124088984,10080.892,1257.4048
124091872,1785.4672,331.77097
124089813,21370.682,2650.4878
124091623,13128.094,1345.7709
124092422,11911.349,1727.7305
124089349,42454.31,3955.0142
124091982,24745.188,2878.0007
124089760,11158.254,1442.9689
124088571,31261.844,2237.4307
124093410,85856.07,5623.58
124090330,120421.375,7717.0024
124093413,31676.365,3466.1082
124091615,12013.322,1670.1416
124090772,22977.771,2658.0273
124092582,5045.0757,904.033
124090555,27230.691,3201.826
124090098,114670.99,10184.07
124089729,151733.84,10292.965
124091097,59567.37,5019.8193
124093211,11694.4795,1616.2584
124091586,79535.375,7728.0522
124089129,8542.367,1196.6243
124088897,3324.3718,547.15137
124089270,23777.117,2577.3462
124091092,14074.329,1606.207
124090008,9401.039,1180.8329
124093475,164815.55,11897.677
124089604,30596.375,2939.4663
124091741,16898.453,2296.4214
124091259,12285.411,1330.6007
124090707,9758.822,1371.6116
124090776,2155.6619,381.9637
124093583,12067.085,1527.9119
124089256,191187.86,12134.269
124089752,19000.559,2400.7026
124088723,25173.844,2930.7163
124092302,26624.32,2833.738
124090788,11846.721,1784.7476
124092880,55452.21,3562.62
124091243,22658.38,1504.3398
124089087,7574.094,999.27466
124092715,579656.1,36038.836
124091113,50620.562,5337.052
124093120,22015.646,2134.2659
124093053,144099.12,9319.774
124090100,4379.961,726.59955
124087931,3462.2861,551.77045
124091715,29060.32,2862.1099
124092899,31785.062,2155.1975
124092751,7790.856,1227.5557
124091272,36371.406,3897.7866
124089281,16302.103,1531.0646
124093458,5705.8223,956.87634
124089818,1804.4403,332.97766
124089504,22354.467,2349.8638
124091617,8075.125,1292.1273
124090651,2434.0046,453.18945
124092015,15289.257,2140.247
124091727,4657.5527,808.11774
124092029,162892.73,10414.744
124088432,1071.3671,220.5141
