ID,DISTANCIA,TIEMPO
124089165,75765.2,4822.223
124093149,125482.49,10604.442
124090750,21199.916,2416.1638
124092491,12662.424,1622.0042
124091871,9355.529,886.07794
124089026,12189.995,1501.3838
124090271,13476.971,2024.2998
124091215,17018.104,2207.333
124088962,3805.1865,651.7012
124091827,1858.1567,380.36856
124091050,252007.48,14781.616
124092305,70264.11,4792.097
124091388,56895.902,3317.7632
124088838,9731.179,1150.7783
124089731,99802.98,6682.7456
124092841,17290.842,2325.3271
124091704,7651.165,1279.1239
124089590,9370.362,1264.2732
124090757,10262.594,1432.3793
124089142,14179.847,1804.6987
124090006,7544.6216,1162.7883
124091910,80496.25,4921.775
124089184,17400.664,2011.0181
124090633,46371.39,2976.9106
124089667,13989.489,1889.1592
124092709,9608.318,1554.2516
124092308,35965.77,2091.0674
124091723,15772.962,2107.659
124088984,9927.876,1188.886
124091872,1726.3511,314.1192
124089813,21346.432,2588.1948
124091623,12893.933,1271.4626
124092422,11907.932,1709.8386
124089349,41935.777,3748.651
124091982,24711.396,2861.004
124089760,11146.876,1400.4335
124088571,30664.38,2005.2783
124093410,85035.03,4941.4517
124090330,119231.22,6950.8843
124093413,31491.99,3392.754
124091615,12205.886,1694.0015
124090772,22850.896,2617.1306
124092582,5167.9746,928.73694
124090555,27124.781,3159.8037
124090098,113715.4,9733.532
124089729,149798.62,9171.233
124091097,58539.59,4734.48
124093211,11823.397,1594.0002
124091586,79496.54,7664.144
124089129,8615.108,1220.9281
124088897,3325.041,551.8632
124089270,23601.88,2548.1006
124091092,13017.41,1610.7422
124090008,9251.729,1114.224
124093475,162573.4,10613.593
124089604,30139.234,2851.021
124091741,16990.037,2309.5557
124091259,12076.833,1254.6621
124090707,9832.888,1357.8607
124090776,2114.3499,373.124
124093583,12008.254,1473.2751
124089256,189522.02,11045.8
124089752,19061.72,2356.874
124088723,25141.81,2908.9658
124092302,26332.502,2778.8389
124090788,11858.305,1810.1553
124092880,54806.164,3197.266
124091243,22364.95,1308.5063
124089087,7516.883,948.06647
124092715,574468.2,33557.79
124091113,50212.137,5178.4214
124093120,21670.965,2073.312
124093053,142644.75,8359.888
124090100,4343.156,736.81036
124087931,3314.3245,554.8654
124091715,28522.973,2731.6826
124092899,31311.416,1913.666
124092751,7796.681,1210.7786
124091272,36111.727,3847.6436
124089281,15901.691,1464.0496
124093458,5785.18,998.7008
124089818,1798.3591,333.2773
124089504,22142.73,2317.7893
124091617,8182.1357,1327.3624
124090651,2408.6575,452.22324
124092015,15366.032,2187.7275
124091727,4674.2188,799.9194
124092029,161437.56,9390.009
124088432,1134.5052,232.87836
124092750,7135.275,1196.4474
124088021,6470.418,1019.96014
124092426,116697.3,6794.0933
124090941,299709.97,17477.746
124090363,43287.504,3082.7412
124092643,7877.492,1273.8673
124093289,131387.19,11545.233
124092092,55943.996,3445.0454
124091879,13363.26,1512.6431
124088813,22807.744,2752.951
124092713,8061.756,826.2021
124090082,57574.742,5724.358
124089812,16081.555,2203.0127
124090178,17734.08,2440.5613
124088749,110392.484,6443.607
124090922,36981.332,3565.8008
124092377,19587.967,2541.943
124092884,42811.0,2488.789
124092926,1388.7266,252.91304
124093498,478453.3,27797.71
124090727,5237.6006,793.1438
124088713,6707.8853,1059.0574
124093464,62329.715,3704.1938
124088870,28411.234,2573.0176
124092159,18071.107,1969.4131
124090390,110364.83,6433.697
124093510,41982.836,2657.603
124093101,9375.786,803.5201
