ID,DISTANCIA,TIEMPO
124089165,76498.0390625,5159.3974609375
124093149,125777.1953125,10512.6064453125
124090750,21230.09765625,2485.685546875
124092491,12543.4189453125,1591.3773193359375
124091871,9614.8017578125,1024.0703125
124089026,12167.060546875,1494.92724609375
124090271,13303.685546875,1936.52978515625
124091215,16600.453125,2171.4208984375
124088962,3918.1494140625,630.900146484375
124091827,1801.833740234375,388.8028259277344
124091050,254237.1875,14260.2724609375
124092305,71292.21875,5896.66357421875
124091388,56786.63671875,3465.041748046875
124088838,9839.2041015625,1209.6888427734375
124089731,100716.515625,7045.40966796875
124092841,16958.3671875,2356.5859375
124091704,7655.81884765625,1270.281494140625
124089590,9265.3359375,1357.806640625
124090757,10227.703125,1402.2833251953125
124089142,15211.810546875,2292.229736328125
124090006,7565.54638671875,1131.37744140625
124091910,81070.28125,5167.94775390625
124089184,17266.84765625,2023.4571533203125
124090633,46840.93359375,3455.930908203125
124089667,13716.1279296875,1863.15087890625
124092709,9561.498046875,1523.0830078125
124092308,36031.4765625,2310.54052734375
124091723,15330.7265625,2067.825439453125
124088984,9890.388671875,1217.731689453125
124091872,1650.9945068359375,292.4442443847656
124089813,21129.09375,2458.404541015625
124091623,13131.7216796875,1358.1668701171875
124092422,11704.45703125,1621.5909423828125
124089349,42516.59765625,4111.3974609375
124091982,24668.625,2886.795654296875
124089760,10998.5703125,1497.097900390625
124088571,31123.3671875,2328.244140625
124093410,85718.6328125,5932.27490234375
124090330,120276.21875,7808.443359375
124093413,31647.1796875,3578.8701171875
124091615,12111.099609375,1792.943359375
124090772,22803.78515625,2459.431640625
124092582,5205.30908203125,955.6740112304688
124090555,27046.37890625,3247.891357421875
124090098,113582.8671875,9008.43359375
124089729,151987.8125,10911.7900390625
124091097,59264.7421875,5296.9462890625
124093211,11703.46875,1548.278564453125
124091586,78583.1171875,6453.14306640625
124089129,8670.8486328125,1348.6168212890625
124088897,3427.53759765625,546.1279907226562
124089270,23721.453125,2621.453857421875
124091092,14367.779296875,2206.831298828125
124090008,9221.2080078125,1153.223388671875
124093475,164910.046875,12244.205078125
124089604,30413.306640625,2830.8076171875
124091741,17077.349609375,2428.939208984375
124091259,12286.8740234375,1328.9658203125
124090707,9810.6201171875,1338.787109375
124090776,2097.284912109375,393.4866943359375
124093583,11850.740234375,1553.771484375
124089256,191467.171875,11914.990234375
124089752,18850.1640625,2209.54443359375
124088723,25102.21484375,2947.447021484375
124092302,26453.8515625,2680.26953125
124090788,11699.5703125,1697.9534912109375
124092880,54764.76953125,3157.3125
124091243,22440.546875,1623.38916015625
124089087,7634.24658203125,1019.5825805664062
124092715,582250.3125,35900.12109375
124091113,50917.04296875,6357.8642578125
124093120,21918.369140625,2079.88232421875
124093053,144038.546875,9121.2490234375
124090100,4316.69140625,759.9269409179688
124087931,3176.584228515625,578.4094848632812
124091715,28695.517578125,2722.954345703125
124092899,31657.3515625,2241.15771484375
124092751,7878.70703125,1145.4403076171875
124091272,36240.08203125,4084.34228515625
124089281,15919.2470703125,1586.2161865234375
124093458,5856.365234375,1025.0819091796875
124089818,1878.0308837890625,336.59771728515625
124089504,22332.501953125,2437.593505859375
124091617,8203.6484375,1329.150146484375
124090651,2364.115478515625,454.2652893066406
124092015,15148.408203125,2152.600830078125
124091727,4776.845703125,751.802490234375
124092029,162959.515625,10238.0791015625
124088432,1071.6300048828125,211.14425659179688
124092750,7045.88916015625,1152.822509765625
124088021,6443.068359375,1028.616455078125
124092426,117611.7890625,7250.2451171875
124090941,303374.0625,18843.7578125
124090363,43810.43359375,3414.329833984375
124092643,7771.5400390625,1236.9306640625
124093289,131180.703125,10930.259765625
124092092,56525.8984375,4165.4677734375
124091879,13467.73046875,1525.9315185546875
124088813,22636.6640625,2751.509765625
124092713,8299.18359375,956.9810180664062
124090082,57826.8671875,6725.9189453125
124089812,16078.3916015625,2271.307861328125
124090178,17389.427734375,2448.258544921875
124088749,110984.25,6355.52197265625
124090922,36897.5,3877.9892578125
124092377,19297.740234375,2589.8798828125
124092884,42874.63671875,2737.154296875
124092926,1357.949462890625,256.508056640625
124093498,485315.09375,32206.783203125
124090727,5274.01806640625,810.2233276367188
124088713,6675.2421875,1011.6881103515625
124093464,62582.81640625,4214.7294921875
124088870,28720.216796875,2569.16162109375
124092159,18178.412109375,1929.551025390625
124090390,111265.0234375,6501.35693359375
124093510,42385.35546875,3023.615234375
124093101,9665.041015625,961.3161010742188
124093128,15547.0107421875,1282.33203125
124088661,29490.548828125,2587.02001953125
124090942,190187.65625,15132.05859375
124092617,39860.9921875,4058.48388671875
124089947,10611.3681640625,1413.7479248046875
124091677,18860.439453125,2517.948974609375
124089608,7210.9521484375,1037.5135498046875
124087668,2059.062744140625,389.32666015625
124089083,3543.6083984375,571.6738891601562
124090286,64295.54296875,5966.6826171875
124093134,13396.42578125,1539.3431396484375
124089134,3950.242919921875,601.2734985351562
124092537,132536.90625,8524.5771484375
124090629,20572.181640625,2099.935791015625
124091154,12284.3359375,1328.569580078125
124088705,33657.1640625,2960.769287109375
124089998,11319.6396484375,1455.7506103515625
124092187,7546.07177734375,1209.6986083984375
124092391,27211.669921875,2290.948974609375
124093056,145589.96875,9243.5986328125
124092311,11664.7138671875,1526.3822021484375
124092768,41491.55859375,3643.36962890625
124091621,70509.9140625,6332.4609375
124092657,5637.20458984375,872.4924926757812
124091981,26437.517578125,2915.80078125
124088718,5804.51171875,791.5377197265625
124090324,13423.6064453125,1829.426025390625
124088564,33694.11328125,2635.30419921875
124092933,8954.876953125,1221.5478515625
124088591,9001.759765625,1301.007568359375
124088672,14351.578125,2102.09765625
124090761,23686.50390625,2385.6337890625
124092916,79063.640625,5046.87890625
124090322,11930.9951171875,1656.54833984375
124090844,5218.8046875,878.6177978515625
124088752,2232.221923828125,423.53192138671875
124092731,25114.29296875,2511.400390625
124093270,27108.0859375,2807.277587890625
124090360,50551.953125,4058.80712890625
124088930,1766.3828125,340.5085754394531
124088869,5301.33154296875,810.9644775390625
124092863,15005.744140625,1737.9532470703125
124090733,5321.23486328125,727.8682250976562
124090863,4860.16357421875,819.637451171875
124088892,5121.013671875,868.7431030273438
124091087,35851.0078125,2504.76171875
124092747,83249.0,5502.380859375
124090898,5109.4677734375,966.6907348632812
124089562,19847.76953125,2660.288330078125
124093131,210155.859375,17144.2109375
124091049,20869.955078125,2308.779052734375
124092326,24036.45703125,2229.989013671875
124092532,16348.3837890625,2180.033203125
124093333,2189.3603515625,391.803955078125
124089630,32244.412109375,3222.902587890625
124091868,13895.556640625,1692.3946533203125
124090688,16670.3828125,2260.09375
124090740,73380.46875,4010.406494140625
124089684,16354.42578125,1995.19091796875
124088697,5845.439453125,1043.6904296875
124090816,24538.16796875,2416.32177734375
124089107,1857.0673828125,364.6274108886719
124090943,114030.6015625,7409.689453125
124093506,116478.6328125,9966.55078125
124092303,34844.40234375,2172.058349609375
124088919,4635.7548828125,705.3101196289062
124093573,7037.68017578125,1160.989013671875
124091052,179939.90625,10299.0830078125
124088898,6421.12109375,973.0933227539062
124089039,5346.21044921875,900.41357421875
124087758,41370.1953125,3613.82470703125
124090904,7453.19677734375,1085.005615234375
124088508,22241.642578125,2422.837646484375
124089558,26536.26953125,1925.2840576171875
124088982,13778.875,1451.36865234375
124090940,73261.6015625,5100.9169921875
124090871,1397981.125,83931.9453125
124089050,4071.6796875,689.35205078125
124090967,151691.109375,9811.7861328125
124089163,6185.5810546875,916.8650512695312
124089801,6677.63720703125,960.1179809570312
124088941,21871.224609375,2179.5693359375
124089202,52528.16796875,3927.42724609375
124092647,42340.8125,3395.33251953125
124092571,17877.564453125,2562.780517578125
124088890,244541.015625,15694.1416015625
124089058,13702.552734375,2016.5338134765625
124092847,79059.78125,5046.5087890625
124092073,44224.921875,3923.62353515625
124089422,15557.517578125,2270.369384765625
124092598,7798.2333984375,1173.625
124092256,47889.77734375,3909.369384765625
124089110,188591.046875,11814.8984375
124091214,187058.984375,12227.640625
124092062,12892.2763671875,1292.496826171875
124092759,142050.109375,8978.9873046875
124091658,188299.296875,11889.7880859375
124092120,63449.078125,3615.1865234375
124092549,155589.171875,9876.873046875
124090339,111054.6796875,6475.04248046875
124090393,13986.6640625,2005.8577880859375
124093108,3885.725341796875,724.39599609375
124089193,367423.0625,23314.87109375
124089585,48904.765625,3715.90771484375
124089020,876807.0625,56856.71875
124089000,8894.046875,1374.5986328125
124087677,2861.559326171875,520.2295532226562
124090293,8007.158203125,1306.149658203125
124092958,8931.646484375,1218.2802734375
124088863,65180.68359375,5503.580078125
124090503,35850.31640625,2872.858154296875
124088545,4860.0,795.9175415039062
124090584,68346.265625,5039.88671875
124091074,5815.640625,910.4160766601562
124091719,10212.810546875,1454.44482421875
124093541,99145.03125,5469.39794921875
124090787,136398.359375,10420.42578125
124088778,23965.3671875,2858.06591796875
124088758,10010.5849609375,986.207275390625
124089081,12435.5654296875,1367.537353515625
124092801,10778.142578125,1460.672119140625
124090142,12001.4697265625,1619.0517578125
124089296,22782.896484375,2352.244384765625
124091105,15542.51171875,2216.7890625
124091753,52158.6875,5186.3603515625
124091976,72597.9453125,6702.578125
124090824,3998.470703125,641.328369140625
124092691,12296.9228515625,1733.882080078125
124092561,9132.7646484375,1313.5684814453125
124092507,5718.5654296875,835.2801513671875
124088430,8503.78515625,1214.4652099609375
124089169,16660.859375,2121.528076171875
124079151,13103.3046875,1546.23388671875
124089246,6325.5078125,708.2615966796875
124089551,18278.24609375,2011.6573486328125
124090028,15565.76171875,2001.6092529296875
124093244,12264.3134765625,1555.78076171875
124089896,15435.9228515625,2167.44775390625
124092087,11600.505859375,1705.5994873046875
124089571,8240.1904296875,1165.519287109375
124092142,31654.201171875,2240.10595703125
124091262,17875.06640625,2562.47119140625
124092719,5521.77587890625,966.1356201171875
124090695,7301.4462890625,1261.31298828125
124091814,8866.958984375,1300.8475341796875
124092432,13030.6796875,1461.4117431640625
124091150,56002.83203125,3272.916259765625
124090968,25642.84765625,2873.95751953125
124091077,24558.12109375,1931.7886962890625
124088836,169290.734375,9843.154296875
124091878,6624.3779296875,1009.0509033203125
124091810,125480.40625,9598.84375
124093246,29311.333984375,2787.208984375
124090693,13818.697265625,1963.89404296875
124090577,1609.3878173828125,300.20819091796875
124088918,9274.244140625,1339.4970703125
124092389,64408.80859375,4397.6328125
124090164,20085.18359375,2226.460693359375
124091134,41117.30078125,4132.439453125
